course_link,course_name,instructor,old_price,new_price,number_of_students,rating,sections,lectures,duration,what_you_learn,tags
https://unica.vn/english-for-hospitality,English for hospitality,Bùi Đức Tiến,400.000,259.000,5,5.0,1 phần,24 bài giảng,02 giờ 16 phút,"Trang bị lượng kiến thức từ vựng, thuật ngữ chuyên ngành. Cải thiện khả năng giao tiếp bằng tiếng Anh trong nhiều tình huống nghiệp vụ. Giúp bạn chinh phục vị trí công việc tốt và cơ hội tăng tiến trong tương lai. Chinh phục khách hàng nước ngoài bằng tiếng Anh trở nên đơn giản hơn bao giờ hết",Tiếng Anh
https://unica.vn/tieng-trung-so-cap-1-danh-cho-nguoi-moi-bat-dau,Tiếng Trung sơ cấp 1 - Dành cho người mới bắt đầu,Hương Vy,600.000,299.000,134,5.0,5 phần,19 bài giảng,03 giờ 07 phút,"Cam kết đầu ra HSK3. Giao tiếp thành thạo các chủ đề giao tiếp thông dụng. Đọc thông, nói thạo, đánh máy tốt tiếng Trung. Tự tin học lên các cấp học cao hơn","Tiếng Trung, Tiếng Trung Sơ Cấp"
https://unica.vn/18-cong-thuc-sua-loi-phat-am-tieng-anh-kinh-dien-cua-nguoi-viet,18 Công thức sửa lỗi phát âm tiếng Anh kinh điển cho người Việt,Đậu Thị Sim ,990.000,199.000,118,5.0,4 phần,36 bài giảng,03 giờ 49 phút,"Sửa được các lỗi phát âm phổ biển của bản thân. Tìm ra phương pháp học phát âm tối ưu cho bản thân. Biết cách bắt lỗi và tự sửa được cho bản thân, phục vụ việc giao tiếp trôi chảy hơn. Có thêm động lực để TỰ HỌC TIẾNG ANH","Tiếng Anh, Phát âm tiếng Anh"
https://unica.vn/tieng-anh-giao-tiep-thuong-ngay,Tiếng anh giao tiếp thường ngày,Hannah Phạm,700.000,399.000,31,5.0,14 phần,124 bài giảng,15 giờ 51 phút,"Giúp người học khai mở các kỹ năng Nghe - Nói ở mức độ sơ cấp. Tích lũy được 800 từ vựng thông dụng nhất. Giúp người học xây dựng nền tảng ngữ pháp thiết yếu một cách vững chắc để tiến tới các cấp độ cao hơn. Những bài học được thiết kế chi tiết, giảng giải sinh động kèm theo các bài tập thực hành giúp học viên hấp thụ kiến thức một cách dễ dàng nhất","Tiếng Anh giao tiếp, Tiếng Anh"
https://unica.vn/phuong-phap-tu-hoc-tieng-anh-dinh-cao,Phương pháp tự học tiếng anh đỉnh cao,Hannah Phạm,790.000,299.000,21,5.0,5 phần,34 bài giảng,02 giờ 40 phút,"Xây dựng niềm tin vững chắc với tiếng Anh và bản thân. Luôn tràn đầy động lực, tinh thần vượt đích. Biết được chính xác phương pháp học đúng đắn. Luyện ngữ âm chuẩn, luyện những cách nói thông dụng trong tiếng Anh đời sống thực. Luyện nghe và nói hiệu quả. Học tiếng Anh mọi lúc, mọi nơi",Tiếng Anh
https://unica.vn/ngu-phap-tieng-anh-ung-dung,Ngữ pháp tiếng anh ứng dụng,Hannah Phạm,799.000,299.000,121,5.0,6 phần,128 bài giảng,20 giờ 06 phút,"Nắm được toàn bộ kiến thức ngữ pháp từ cơ bản đến nâng cao. Sử dụng thành thạo các loại câu, các chủ điểm ngữ pháp. Nắm chắc các thì trong tiếng anh. Nắm chắc các loại từ, loại câu trong tiếng anh","Tiếng Anh, Ngữ pháp tiếng Anh"
https://unica.vn/nen-tang-tieng-anh-cho-nguoi-moi-bat-dau,Nền tảng tiếng anh cho người mới bắt đầu,Hannah Phạm,1.000.000,799.000,71,5.0,9 phần,94 bài giảng,15 giờ 28 phút,"Phát triển kỹ năng đọc và phân biệt bảng phiên âm quốc tế. Biết cách nối âm, biến âm, luyện ngữ điệu trong câu như người bản ngữ, thực hành nói trong các đoạn hội thoại. Nắm vững và sử dụng thành thạo 12 thì ngữ pháp cơ bản và ứng dụng trong giao tiếp. Củng cố kiến thức về các loại từ, loại câu trong tiếng Anh.. Xây dựng nền tảng tiếng Anh vững chắc nhất cho việc học thi các chứng chỉ IELTS, TOEIC.... Giao tiếp phản xạ, thực hành các mẫu câu giao tiếp thông dụng, các mẫu hội thoại, bài tập luyện tập nghe, phản xạ theo chủ điểm thông dụng","Tiếng Anh, Từ vựng tiếng anh, Ngữ pháp tiếng Anh, Phát âm tiếng Anh"
https://unica.vn/24-ngay-luyen-phat-am-chuan-tieng-anh-theo-phuong-phap-cu-chi-tay,24 ngày luyện phát âm chuẩn tiếng anh theo phương pháp cử chỉ tay,Nguyễn Văn Hào,399.000,286.000,26,5.0,3 phần,31 bài giảng,09 giờ 59 phút,"Đọc đúng được toàn bộ 44 nguyên âm và phụ âm tiếng Anh. Nói chuẩn và tự tin giao tiếp tiếng Anh các câu đơn giản. Cải thiện khả năng NGHE tiếng Anh một cách rõ rệt. Có thể hướng dẫn người khác nói chuẩn tiếng Anh. Nói được bất kì từ nào trong tiếng Anh chuẩn 100% ngữ âm và trọng âm. Nền tảng tốt để phát triển khả năng giao tiếp, phản xạ nhanh","Tiếng Anh, Phát âm tiếng Anh"
https://unica.vn/phat-am-chuan-tieng-anh-chi-sau-7h,Phát âm chuẩn Tiếng Anh Chỉ Sau 7h,Ms. Thúy Vũ (Quản lý cấp cao),700.000,399.000,70,4.9,5 phần,24 bài giảng,07 giờ 02 phút,"Bạn sẽ biết cách thực hành phát âm đúng và chuẩn một cách nhanh chóng.. Bạn sẽ có được ""bí kíp độc quyền"" để có chất giọng ""Tây"". Bạn sẽ cải thiện kỹ năng nghe - nói một cách VƯỢT TRỘI. Bạn sẽ có thể Phát âm CHUẨN bất cứ từ nào trong từ điển tiếng Anh. Bạn có thể viết được phiên âm của những từ mà bạn nghe. Dạy và đồng hành cùng con trong việc nói tiếng Anh chuẩn.","Tiếng Anh, Phát âm tiếng Anh"
https://unica.vn/HOC-DANH-VAN-TIENG-ANH-TU-A-DEN-Z-CHO-TRE-EM,Học đánh vần tiếng Anh từ A đến Z cho trẻ em,Lê Thị Thúy Nhài,999.000,599.000,40,3.5,4 phần,30 bài giảng,07 giờ 01 phút,Giúp trẻ phát âm chuẩn.. Giúp trẻ nhận biết từ vựng tốt hơn.. Giúp trẻ viết đúng chính tả tiếng Anh.. Giúp trẻ phát triển kỹ năng đọc tiếng Anh.. Giúp trẻ tăng sự tự tin khi bắt đầu tiếp cận với tiếng Anh.,"Tiếng Anh trẻ em, Tiếng Anh"
https://unica.vn/chinh-phuc-tieng-han-trung-cap-2-tieng-han-chuyen-nghiep,Chinh phục tiếng Hàn trung cấp 2: Tiếng Hàn chuyên nghiệp,Nguyễn Vy Thảo Trang,1.000.000,399.000,156,5.0,15 phần,45 bài giảng,12 giờ 18 phút,"Phát âm tiếng Hàn chính xác, ngữ pháp chắc chắn, hội thoại tự nhiên như người Hàn.. Trang bị các kỹ năng cần thiết cho cuộc sống hàng ngày trong các tình huống thực tế.. Bạn có thể học từ vựng và ngữ pháp mới thông qua các ví dụ hàng ngày.. Bạn có thể cải thiện sự hiểu biết về tiếng Hàn thông qua các tài liệu khác nhau về từ vựng cơ bản, ngữ pháp, nói, nghe, viết và đọc.","Tiếng Hàn, Tiếng Hàn Trung Cấp"
https://unica.vn/chinh-phuc-tieng-han-trung-cap-1-tung-buoc-nang-cao,Chinh phục tiếng Hàn trung cấp 1: Từng bước nâng cao,Nguyễn Vy Thảo Trang,1.000.000,399.000,176,5.0,15 phần,45 bài giảng,12 giờ 05 phút,"Phát âm tiếng Hàn chính xác, ngữ pháp chắc chắn, hội thoại tự nhiên như người Hàn. Trang bị các kỹ năng cần thiết cho cuộc sống hàng ngày trong các tình huống thực tế.. Bạn có thể học từ vựng và ngữ pháp mới thông qua các ví dụ hàng ngày.. Bạn có thể cải thiện sự hiểu biết về tiếng Hàn thông qua các tài liệu khác nhau về từ vựng cơ bản, ngữ pháp, nói, nghe, viết và đọc.. Cơ hội việc làm mở rộng.. Tự tin xin việc tại các công ty Hàn Quốc.","Tiếng Hàn, Tiếng Hàn Trung Cấp"
https://unica.vn/english-for-hospitality,English for hospitality,Bùi Đức Tiến,400.000,259.000,5,5.0,1 phần,24 bài giảng,02 giờ 16 phút,"Trang bị lượng kiến thức từ vựng, thuật ngữ chuyên ngành. Cải thiện khả năng giao tiếp bằng tiếng Anh trong nhiều tình huống nghiệp vụ. Giúp bạn chinh phục vị trí công việc tốt và cơ hội tăng tiến trong tương lai. Chinh phục khách hàng nước ngoài bằng tiếng Anh trở nên đơn giản hơn bao giờ hết",Tiếng Anh
https://unica.vn/tieng-trung-so-cap-1-danh-cho-nguoi-moi-bat-dau,Tiếng Trung sơ cấp 1 - Dành cho người mới bắt đầu,Hương Vy,600.000,299.000,134,5.0,5 phần,19 bài giảng,03 giờ 07 phút,"Cam kết đầu ra HSK3. Giao tiếp thành thạo các chủ đề giao tiếp thông dụng. Đọc thông, nói thạo, đánh máy tốt tiếng Trung. Tự tin học lên các cấp học cao hơn","Tiếng Trung, Tiếng Trung Sơ Cấp"
https://unica.vn/18-cong-thuc-sua-loi-phat-am-tieng-anh-kinh-dien-cua-nguoi-viet,18 Công thức sửa lỗi phát âm tiếng Anh kinh điển cho người Việt,Đậu Thị Sim ,990.000,199.000,118,5.0,4 phần,36 bài giảng,03 giờ 49 phút,"Sửa được các lỗi phát âm phổ biển của bản thân. Tìm ra phương pháp học phát âm tối ưu cho bản thân. Biết cách bắt lỗi và tự sửa được cho bản thân, phục vụ việc giao tiếp trôi chảy hơn. Có thêm động lực để TỰ HỌC TIẾNG ANH","Tiếng Anh, Phát âm tiếng Anh"
